"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 15 17:03:08 GMT 2022","Thu Sep 15 17:03:12 GMT 2022","3685","","","","","","TC-04 - Testing the search",""
